unique_ID,Transacted_amount,Orig_OLD_acc_balance,Orig_NEW_acc_balance,Dest_OLD_acc_balance,Dest_NEW_acc_balance,latitude,longitude,total_hrs_from_first_trans,transaction_type,SAR_Fraud
2c4d78ac-c568-441a-9032-541ccd621696,178616.12,178616.12,0.0,0.0,0.0,44.27804,-88.27205,444.0,4,0
b95ec054-2d9a-4aba-ba5d-5a80b06ec6c5,5591414.49,5591414.49,0.0,0.0,0.0,33.7207,-116.21677,296.0,4,0
56602e74-736a-46b1-bbe8-7720fa452b79,204778.86,204778.86,0.0,0.0,0.0,34.25807,-88.70464,281.00000000000006,4,0
73d613e9-cf3c-4661-be4c-9c6f407517c9,27059.86,27059.86,0.0,0.0,0.0,26.68451,-80.66756,273.00000000000006,4,0
0c271114-ac5a-46a7-a797-494fdeb22516,1307156.17,1307156.17,0.0,0.0,0.0,36.02506,-86.77917,434.0,4,0
c1466a08-f5cb-4819-9199-6e8fee2f20bf,577418.98,0.0,0.0,0.0,577418.98,34.14251,-118.25508,38.0,3,0
113dda59-575d-45b1-b56b-a6a8de9d6a94,1129884.18,1129884.18,0.0,0.0,0.0,40.93121,-73.89875,111.0,4,0
16f1f946-a294-4709-b5c1-4569a0b5d9ec,17051.69,17051.69,0.0,0.0,0.0,33.35283,-111.78903,64.0,4,0
11e1f747-02ed-4fa9-9e12-2c5b845548eb,4417191.86,4417191.86,0.0,188202.71,4605394.57,33.95015,-118.03917,469.0,3,0
5739b088-b4cd-41d7-96f8-adb89934f413,89631.24,89631.24,0.0,21175.0,0.0,38.54491,-121.74052,8.0,3,0
e0da8d79-5899-447f-b258-2d98d35aa1f2,100840.93,100840.93,0.0,47681.33,148522.26,41.16704,-73.20483,439.0,3,0
ff765121-6881-451b-98a4-c14f25c86f6e,102371.12,102371.12,0.0,0.0,0.0,34.06635,-84.67837,563.0000000000001,4,0
da075e11-609b-4c94-983e-8bfd2408f8d0,10000000.0,21975271.77,11975271.77,0.0,0.0,33.93113,-117.54866,386.0,4,0
302eda4f-f56b-4715-862b-fe18374de914,114627.08,114627.08,0.0,0.0,0.0,26.18924,-98.15529,654.0,4,0
816e86f0-2439-445a-b23b-edf82463c285,1777758.65,1777758.65,0.0,0.0,0.0,34.21639,-119.0376,591.0,4,0
8b1697a1-1d12-4d9c-810f-a2b24dee6cec,306213.63,306213.63,0.0,0.0,0.0,43.1009,-75.23266,192.0,4,0
59fabbc2-297d-4879-8cfb-cabd4e7322f3,365114.84,365114.84,0.0,89333.98,454448.82,41.55838,-81.56929,322.0,3,0
4f3a0cd3-8a7a-4c58-bfab-90fa10cecd9e,134297.68,134297.68,0.0,0.0,0.0,26.2173,-80.22588,395.0,4,0
58e7a153-5e1f-44e8-92f9-6be0f5545aa0,8775594.43,8775594.43,0.0,0.0,8775594.43,40.67705,-73.89125,95.0,3,0
8c22e7c0-48cb-4243-be48-5f1849be3b76,3551771.18,3551771.18,0.0,0.0,0.0,34.95303,-120.43572,514.0,4,0
7313e29b-cf07-4369-94fc-876c8012cb6d,4737833.35,4737833.35,0.0,11580904.9,16318738.25,43.54072,-116.56346,406.0,3,0
d0d1956f-ba5f-46fe-81f1-9b1e03209f0d,473086.28,473086.28,0.0,22270848.04,22743934.32,40.82232,-74.15987,691.0,3,0
8e32021d-86e7-4f09-8f38-e44b5370b039,2096634.43,2096634.43,0.0,183429.98,2280064.41,41.14676,-73.49484,66.00000000000001,3,0
0edf3da0-d542-441a-8963-5d31af7c3cf5,5618179.9,5618179.9,0.0,0.0,0.0,32.42067,-104.22884,398.0,4,0
08ca0d1b-9c99-4bbd-b8d2-31636f0bfc5b,558136.45,558136.45,0.0,82549.61,640686.06,43.91452,-69.96533,499.0,3,0
d3781a24-026c-4859-af5c-02a9b4772d86,21990.52,21990.52,0.0,0.0,0.0,47.80527,-122.24064,645.0,4,0
3a19a46a-a6a3-4482-bbc0-fc2a43a7db13,760625.76,760625.76,0.0,0.0,0.0,45.0408,-93.263,55.0,4,0
a2e3e8d0-e536-4e71-bbef-dd7db562c55c,470325.08,470325.08,0.0,0.0,0.0,36.91023,-121.75689,585.0,4,0
174d9d36-a302-420b-940a-5103c9cc4fe5,10000000.0,10000000.0,0.0,1640761.93,11640761.93,26.18924,-98.15529,250.0,3,0
3848cd8a-096b-4bd5-b6c9-1c586f45dc04,106654.67,106654.67,0.0,0.0,0.0,43.54072,-116.56346,285.00000000000006,4,0
db2371a5-5011-4f4c-845c-f69e5e0636fb,27276.07,27276.07,0.0,0.0,0.0,42.4251,-71.06616,416.0,4,0
3e3e71c6-d5f2-4d02-a23c-11dc04d1ea76,322585.04,322585.04,0.0,0.0,0.0,34.14251,-118.25508,303.0,4,0
3d9950c1-686d-4b33-a5e1-cea7e0406b52,10224.0,10224.0,0.0,0.0,10224.0,32.42067,-104.22884,6.0,3,0
c1e2ae92-5acc-453e-8147-5126056709f1,135977.23,135977.23,0.0,314329.11,450306.34,42.7392,-84.62081,712.0,3,0
5ff9c65a-f23d-4496-9779-652471341013,879321.88,879321.88,0.0,0.0,0.0,34.25628,-78.04471,551.0000000000001,4,0
ce82ecc4-23e0-48c7-afd3-252fd88f5a2a,398157.05,398157.05,0.0,703136.65,1101293.69,39.00622,-77.4286,687.0,3,0
b2acb32f-7261-4574-8eca-91cb62c83101,766257.55,766257.55,0.0,0.0,0.0,41.27621,-72.86843,656.0,4,0
ca4bf4cc-496c-41dd-be9d-644d862a1486,8813323.11,8813323.11,0.0,0.0,8813323.11,44.73941,-93.12577,704.0,3,0
86f01088-6372-48cc-8822-de83c00a87ed,940957.88,940957.88,0.0,434097.75,1375055.63,29.84576,-90.10674,653.0,3,0
6c1de874-f65c-4d0f-af75-e339470b7080,1454888.86,1454888.86,0.0,278158.89,1733047.75,33.95015,-118.03917,232.0,3,0
bb320f5a-9483-450b-96b7-0f141a29f423,1436.38,1436.38,0.0,0.0,1436.38,41.8542,-87.66561,275.00000000000006,3,0
bd7d1c74-65dd-4516-b6ad-9ffa4ddc9965,10000000.0,10000000.0,0.0,316753.92,10316753.92,47.64995,-117.23991,692.0,3,0
0b0746cf-48b3-464f-be20-b2d02ffae580,53340.45,53340.45,0.0,0.0,53340.45,39.08367,-84.50855,131.00000000000003,3,0
75bccfac-8cb0-4659-8f44-5785ed193198,134515.36,134515.36,0.0,29488.06,164003.41,29.65163,-82.32483,90.0,3,0
78871c48-818c-426d-b860-26f522e8d567,4815187.09,4815187.09,0.0,370304.5,5185491.59,33.50921,-111.89903,208.0,3,0
a8c06230-7ed8-490f-b503-b58324ad00f3,1430050.84,1430050.84,0.0,0.0,0.0,27.71809,-82.35176,684.0,4,0
835e1cbb-97c9-4c73-b0d4-5b4d8e523165,581421.85,581421.85,0.0,407848.96,989270.81,42.30865,-83.48216,60.0,3,0
474662a5-4379-4c43-814d-d558704de583,655676.97,655676.97,0.0,0.0,0.0,39.09112,-94.41551,95.0,4,0
892dcc5f-557a-4cec-943f-4efb1f831d7e,144065.75,144065.75,0.0,203138.85,347204.6,43.1009,-75.23266,125.0,3,0
1fe88b0b-a788-4cbf-b6d5-8a529ac9f004,594471.04,594471.04,0.0,0.0,0.0,43.61062,-72.97261,547.0000000000001,4,0
6896ec55-b457-47fa-a4d0-8f2b1e0589ce,1654055.02,1654055.02,0.0,2165407.21,3819462.24,41.47892,-87.45476,267.00000000000006,3,0
78cbb670-02cf-41a4-abb6-295d3a7c2658,191427.4,191427.4,0.0,1248290.65,1439718.05,40.72371,-73.95097,277.00000000000006,3,0
20e117ba-9e29-4bbe-96be-7499093b130f,938288.58,938288.58,0.0,0.0,0.0,28.15112,-82.46148,126.0,4,0
f8606298-d06a-4663-8897-11b1dabf2254,199878.85,199878.85,0.0,403269.69,603148.54,32.35126,-95.30106,136.00000000000003,3,0
f354656c-4276-4adc-ba30-afca461bd58a,43092.0,43092.0,0.0,0.0,0.0,34.63915,-120.45794,8.0,4,0
9cac3c39-0d1f-49d4-8ac1-56dca00db551,493538.8,493538.8,0.0,341590.52,835129.32,30.17746,-81.38758,610.0,3,0
fbbfe04a-c609-46ff-9752-5d3d3e0e79a5,155799.82,155799.82,0.0,1605951.92,1761751.74,40.67705,-73.89125,365.0,3,0
cb2b3c6c-8be1-43bd-aa15-aafa8709aae1,432958.83,432958.83,0.0,0.0,0.0,33.76446,-117.79394,393.0,4,0
866b833b-0b02-401b-872d-bb4d2bcb6e73,277048.48,277048.48,0.0,0.0,277048.48,39.72943,-104.83192,608.0,3,0
6702dbee-516b-4fa3-bce1-97dec82f66b9,2934820.94,2934820.94,0.0,0.0,0.0,43.1009,-75.23266,162.0,4,0
62f5d62f-2ee2-49f5-8e12-595897f48e01,652782.54,652782.54,0.0,0.0,0.0,41.0051,-73.78458,468.0,4,0
0f93210d-deca-45f5-97a6-4defad54c6f7,77773.14,77773.14,0.0,0.0,0.0,33.72255,-116.37697,22.0,4,0
a5dbe8f7-1e94-49f3-a0c7-721fcd00376c,56125.55,56125.55,0.0,157761.5,213887.05,35.74788,-95.36969,574.0000000000001,3,0
7af6181d-988e-40cc-88c5-b51ba1d5322f,1762680.47,1762680.47,0.0,3039981.66,4802662.12,42.97086,-82.42491,104.0,3,0
1c21a2a4-a4a5-4d07-8c5e-ab35a1b0f49d,2299330.46,2299330.46,0.0,1403092.21,3736457.5,47.76232,-122.2054,328.0,3,0
69183c26-11c2-4ccf-adbc-2af7ceef9669,9960382.4,9960382.4,0.0,95048.58,10055430.98,33.41012,-91.06177,226.0,3,0
5c37d4ef-d6bb-489c-ab8c-9fc4d9b660f7,73110.82,73110.82,0.0,203551.47,276662.29,38.54491,-121.74052,685.0,3,0
b82d7b18-059d-4e1d-97d7-1295f03969a9,11424.36,11424.36,0.0,155495.9,166920.26,45.49428,-122.86705,475.0,3,0
58cf2d94-9968-4b37-9894-65575902e341,36267.62,36267.62,0.0,0.0,0.0,33.50921,-111.89903,450.0,4,0
c67b2b4a-c68d-4a38-8ab3-9a3cdeeb62f6,1318024.48,1318024.48,0.0,0.0,0.0,40.72816,-74.07764,501.0,4,0
913e8005-d279-4cea-8d5d-caa7b0cd2b72,456930.88,456930.88,0.0,0.0,0.0,42.52787,-70.92866,305.0,4,0
908ab992-274a-4501-99f5-3880adf08b1d,113447.92,113447.92,0.0,0.0,0.0,36.06523,-119.01677,700.0,4,0
d7f5ba28-4f8c-41bf-a69d-60d85553b831,5494862.93,5494862.93,0.0,0.0,5494862.93,25.67927,-80.31727,266.00000000000006,3,0
62f7b00d-730b-4968-82a0-e23eb79797e2,57040.65,57040.65,0.0,0.0,0.0,44.99012,-123.02621,720.0,4,0
7b20d7a6-7d14-4c33-9702-63e053e95992,2415826.18,2415826.18,0.0,0.0,0.0,38.70734,-77.02303,253.0,4,0
1bcf067a-9992-4cc7-8581-48ac1e5ca029,2571605.04,2571605.04,0.0,0.0,0.0,35.61452,-88.81395,625.0,4,0
9db789f5-4fc3-4136-9414-7ab2a7970597,203119.08,203119.08,0.0,0.0,0.0,33.08014,-83.2321,439.0,4,0
93621079-7332-49db-b2c8-380a208680bb,132842.64,4499.08,0.0,0.0,132842.64,43.54072,-116.56346,1.0,3,0
3df13066-fe70-46ca-b730-a11056531c56,329728.11,329728.11,0.0,0.0,329728.11,45.0408,-93.263,164.0,3,0
811c37de-b3fd-418d-aef3-af22469ff2b8,63009.43,63009.43,0.0,0.0,122454.16,47.76232,-122.2054,185.0,4,0
bd83afab-73ef-45ae-985d-6d56a84c1a48,10000000.0,17670038.08,7670038.08,0.0,0.0,38.70734,-77.02303,160.0,4,0
ff710efd-bd1d-452e-9887-2c29a4c2be99,134497.41,134497.41,0.0,0.0,0.0,38.06084,-97.92977,156.0,4,0
e8dc2750-71c8-411d-b634-1008d3ecc910,1191183.65,1191183.65,0.0,0.0,0.0,33.45122,-86.99666,433.0,4,0
322915b1-00c5-453a-b15f-1465022db2a6,371669.59,371669.59,0.0,1636.52,373306.12,33.44872,-86.78777,282.00000000000006,3,0
38d02246-2452-4a95-a1ca-10c093658f46,13774.15,13774.15,0.0,0.0,0.0,33.76446,-117.79394,353.0,4,0
5fd10b60-e1bc-4f3b-bc72-d86ab6ffaf9e,538312.05,538312.05,0.0,0.0,0.0,47.4943,-122.24092,217.0,4,0
91ff3631-f738-4ef1-aac1-beb760020b3b,449199.47,449199.47,0.0,0.0,0.0,33.93113,-117.54866,491.0,4,0
3f4846b9-78ae-4c3b-ac1a-710a45b7deb1,236947.25,236947.25,0.0,0.0,0.0,41.75338,-86.11084,30.0,4,0
d9e6482f-2d14-4353-8164-e1b1e1cee39b,609416.21,609416.21,0.0,0.0,0.0,35.61452,-88.81395,251.0,4,0
0d6d3b81-f140-4c94-aceb-00166d2e56e7,126715.84,126715.84,0.0,0.0,0.0,41.48199,-81.79819,66.00000000000001,4,0
16fcbb69-d7fc-43fe-bfb7-1447b5cc5c93,81244.31,81244.31,0.0,0.0,0.0,31.76212,-95.63079,204.0,4,0
59fa4846-e328-49a5-93c6-09446f0fa221,143501.7,143501.7,0.0,794640.25,938141.95,43.91452,-69.96533,387.0,3,0
0bf487cf-cb8f-4d17-969f-3d051b7d0822,548161.93,548161.93,0.0,0.0,0.0,41.9001,-71.08977,160.0,4,0
e0ae244c-bbbf-4945-9791-5d5b0eb9b052,49076.27,49076.27,0.0,863127.8,912204.07,38.06084,-97.92977,380.0,3,0
b33fb1b6-2096-4040-b297-172f7742c773,12278.0,12278.0,0.0,0.0,0.0,33.45122,-86.99666,181.0,4,0
aa2d78ac-14cb-4b00-b108-d8bc157b3e67,2254718.25,2254718.25,0.0,0.0,0.0,29.84576,-90.10674,478.0,4,0
9966591d-0cc8-4e90-84f8-55c504b4b66b,10000000.0,15618179.9,5618179.9,0.0,0.0,42.16808,-88.42814,398.0,4,0
5e6fcff6-60a8-40ea-8434-e626c931ea80,1388774.78,1388774.78,0.0,0.0,0.0,42.35843,-71.05977,222.0,4,0
64aeb94b-1041-4a89-9372-cd3eedfe5698,7758036.72,7758036.72,0.0,0.0,0.0,32.5007,-94.74049,739.0,4,0
c1cb8d76-6355-4ef9-9953-e821f11be3d2,5469910.99,5469910.99,0.0,0.0,0.0,20.88953,-156.47432,520.0000000000001,4,0
73d8e483-b50c-435c-a974-63c60662fd98,605108.36,605108.36,0.0,893880.11,1498988.47,43.61062,-72.97261,493.0,3,0
3f008687-a423-4151-ad80-240f9dc98166,1303029.52,1303029.52,0.0,522143.94,1825173.47,27.09978,-82.45426,533.0000000000001,3,0
4e526cf1-29c5-42ed-8d0b-1692891e75e1,813133.35,813133.35,0.0,0.0,0.0,40.5576,-74.28459,66.00000000000001,4,0
07e31ead-87dd-49c7-b870-fc0a3588728d,201281.36,201281.36,0.0,1337.64,202619.0,47.64995,-117.23991,262.00000000000006,3,0
b06d1e58-5c25-4b78-86c7-4a568f0fc6e6,985127.95,985127.95,0.0,0.0,0.0,35.05266,-78.87836,587.0,4,0
ac942249-039f-43d7-8f40-70eb86dc7213,10000000.0,13441041.46,3441041.46,0.0,0.0,40.2737,-76.88442,671.0,4,0
b2ea695c-c11d-4780-9482-799145ed6e18,6910926.92,6910926.92,0.0,2645322.19,9556249.11,41.47892,-87.45476,127.0,3,0
8dd62cdf-ce77-4d85-975b-8a8a6a894c96,73599.57,73599.57,0.0,0.0,0.0,38.54491,-121.74052,211.0,4,0
c3f196de-09ca-4790-9f2b-f81cc88b1af1,306675.37,306675.37,0.0,0.0,0.0,37.60876,-77.37331,599.0,4,0
c56d2a58-c69d-4a4c-88c3-f31da2969dca,1764389.11,1764389.11,0.0,0.0,0.0,34.77453,-96.67834,583.0,4,0
034d367c-79fe-45c5-9cb1-4a79c915bf9e,581889.94,581889.94,0.0,359585.03,941474.97,33.50921,-111.89903,41.0,3,0
3a4a024a-9e6e-49d8-a248-b6f432502550,36847.9,36847.9,0.0,0.0,36847.9,42.7392,-84.62081,108.0,3,0
acc1cee0-7267-4626-874f-25d55bd47bfc,93884.26,93884.26,0.0,0.0,0.0,38.54491,-121.74052,629.0,4,0
dca88af6-2551-44a7-b3f1-1a2701b16fb3,10000000.0,23576297.1,13576297.1,0.0,0.0,31.84568,-102.36764,554.0000000000001,4,0
a0ba6d06-fdb3-47e9-a3b7-1b9a99862765,44116.87,44116.87,0.0,0.0,44116.87,36.02506,-86.77917,288.00000000000006,3,0
950f1be7-ed9f-4d7b-8fcc-60baed91a12d,1153200.73,1153200.73,0.0,0.0,1153200.73,40.63316,-74.13653,163.0,3,0
a84345e8-12c7-4aa3-9b0e-c320381ee108,1464008.18,1464008.18,0.0,0.0,0.0,40.63316,-74.13653,411.0,4,0
a2e9b49a-7682-4b3f-acdf-2abaaf04e26d,335859.86,335859.86,0.0,0.0,335859.86,41.54566,-71.29144,170.0,3,0
ce4680bc-dcf5-43c2-9d9c-5b0b2f31829f,87660.69,87660.69,0.0,0.0,0.0,42.16808,-88.42814,291.00000000000006,4,0
e1e10b8c-a041-4d61-a562-a73decb9aa53,45053.05,45053.05,0.0,202038.75,247091.8,34.21639,-119.0376,215.0,3,0
b40d17f5-65c2-419e-96c6-e43e5ce66bf9,165368.59,165368.59,0.0,19946.26,185314.85,34.95303,-120.43572,290.00000000000006,3,0
075c0aaa-db28-4898-83d8-fca125643f48,843174.04,843174.04,0.0,2972319.22,3815493.26,30.5427,-97.54667,283.00000000000006,3,0
dcceb2f0-dd5f-4a97-9f3a-fc239d69d028,2887744.35,2887744.35,0.0,0.0,0.0,25.67927,-80.31727,392.0,4,0
20e38add-5ea1-4d18-8093-b8be2f46527c,763913.96,763913.96,0.0,0.0,0.0,35.74788,-95.36969,178.0,4,0
baf28410-2498-4757-8925-2ce10282d7b1,8276235.5,8276235.5,0.0,190006.69,8466242.19,33.03699,-117.29198,251.0,3,0
2395ed37-53ba-4245-abfe-f47761b4b6f3,4480592.14,4480592.14,0.0,0.0,0.0,32.35126,-95.30106,650.0,4,0
88d92eb7-c965-481b-9284-88e1dd64c6a0,713404.6,713404.6,0.0,0.0,0.0,39.45621,-77.96389,514.0,4,0
65766afa-18e9-4c87-8842-01ce44572c97,468638.03,468638.03,0.0,3070090.72,3538728.75,39.45621,-77.96389,648.0,3,0
f2dd2f4a-24b7-4f73-b28a-eeaef1774ad7,222517.07,222517.07,0.0,0.0,0.0,44.27804,-88.27205,636.0,4,0
f4421fff-06d0-4439-9fd5-5a1454130f2a,99168.97,99168.97,0.0,360.3,99529.27,28.90054,-81.26367,148.0,3,0
fc2d8743-ceed-4b62-9abb-3003fb0eedbd,127564.33,127564.33,0.0,0.0,0.0,40.57788,-73.95958,559.0000000000001,4,0
1c4c0a29-e5e8-496c-b2a2-1e30d4c07637,167806.93,167806.93,0.0,0.0,167806.93,40.65538,-74.38987,458.0,3,0
16e4d16b-07cd-4cef-ac69-3921cc7e4f3f,361877.28,361877.28,0.0,380179.71,742056.99,30.5427,-97.54667,358.0,3,0
2cb9e332-6580-4143-98fb-59df9b2101b5,102009.37,102009.37,0.0,0.0,0.0,32.54044,-82.90375,230.0,4,0
fcc12e23-bc1a-4ae5-a6f4-1bb2c404b707,1026208.84,1026208.84,0.0,0.0,0.0,32.54044,-82.90375,60.0,4,0
cabe760f-b3ca-462d-ba06-c11c6b758ecf,358529.2,358529.2,0.0,0.0,358529.2,42.30865,-83.48216,189.0,3,0
bd2abee4-51a4-4e89-bc1d-e2bb722d5ce4,181588.3,181588.3,0.0,0.0,0.0,41.24255,-82.61573,223.0,4,0
90ac5f14-bd45-4e45-ad8f-4dc80d671f35,1463764.35,1463764.35,0.0,385211.95,1848976.3,40.68066,-73.47429,450.0,3,0
c8afed84-7a28-4284-acfa-e62cbc1d9991,408.0,408.0,0.0,898297.85,1075854.14,39.78504,-85.76942,13.0,3,0
5f4fa9f1-9432-42ba-973b-8956940f6fc1,335071.5,335071.5,0.0,0.0,335071.5,38.91817,-78.19444,594.0,3,0
1f3e9ac6-a6c7-4db8-9bd9-f912a0c08ef4,2246118.53,2246118.53,0.0,0.0,2246118.53,31.12406,-97.90308,276.00000000000006,3,0
c59f38e2-a9f5-44d2-9204-bdb8e912e11f,7246962.16,7246962.16,0.0,0.0,0.0,29.84576,-90.10674,170.0,4,0
2fd4467e-0fcc-44f8-82e6-633dec0f343a,7677120.59,7677120.59,0.0,0.0,0.0,32.5007,-94.74049,362.0,4,0
a8e8d63c-0f8c-4936-a638-fbed3b5a57a4,10000000.0,10000000.0,0.0,0.0,10000000.0,41.72059,-87.70172,228.0,3,0
43b56091-a488-488a-844b-0852bc4d897a,516355.22,516355.22,0.0,0.0,0.0,25.67927,-80.31727,346.0,4,0
4f174289-546a-4a22-85fb-7b1adbf66fcb,436757.76,436757.76,0.0,0.0,436757.76,41.48199,-81.79819,400.0,3,0
47c0d769-54d4-4ea7-8515-6394ff1bf397,3724.3,3724.3,0.0,477295.98,481020.28,34.77453,-96.67834,375.0,3,0
6c3a84e1-dffa-48f2-ae33-0957cf4844ee,450489.27,450489.27,0.0,122047.64,572536.91,33.54428,-84.23381,234.0,3,0
a43de3f8-5dab-41ef-9fcc-8f074fc910e3,48412.47,48412.47,0.0,0.0,0.0,40.65995,-111.99633,269.00000000000006,4,0
0789f5c1-3465-48b6-b04f-c7d43fa9edc7,367364.8,367364.8,0.0,43049.23,410414.03,40.58654,-122.39168,437.0,3,0
c3d65205-9149-4be8-9fa8-509d67f08f49,3191058.32,3191058.32,0.0,0.0,0.0,35.05266,-78.87836,730.0,4,0
0d08f68a-9a53-48b4-a6dd-51abe14d9295,5489302.04,5489302.04,0.0,1356390.81,6845692.85,29.65163,-82.32483,48.0,3,0
1eb6638c-28f4-4b1b-a276-3673d719bc0e,1094419.89,1094419.89,0.0,0.0,0.0,29.53885,-95.44744,527.0000000000001,4,0
b11f9741-fabd-440f-8e14-7b084d08141d,224913.14,224913.14,0.0,0.0,0.0,45.49428,-122.86705,119.0,4,0
bc77301e-cdb2-4193-9937-08f6b9eb04cf,2689633.8,2689633.8,0.0,0.0,2689633.8,40.57788,-73.95958,261.00000000000006,3,0
a16bea14-a50e-493e-b1dc-d92733d4521b,626195.24,626195.24,0.0,0.0,0.0,41.27621,-72.86843,661.0,4,0
608c2be0-79ca-4182-812a-7b241799c541,1644749.94,1644749.94,0.0,0.0,0.0,43.16547,-77.70066,181.0,4,0
a654bf43-f4f6-4c4e-b4cb-6820e58e4d1f,52689.13,52689.13,0.0,160085.29,212774.42,40.67705,-73.89125,397.0,3,0
eec9bc2e-1a3d-4a6b-b748-fe81cf42effc,548269.98,548269.98,0.0,0.0,0.0,39.08367,-84.50855,66.00000000000001,4,0
573aa10e-7117-4aee-95a0-7f123ca1954d,143032.0,143032.0,0.0,814654.61,1020323.73,37.95143,-91.77127,14.0,3,0
c1c277a3-d8b8-4a61-b1e0-dc9d1fb13123,1027260.28,1027260.28,0.0,1398618.96,2425879.24,31.76212,-95.63079,153.0,3,0
4304d633-0262-4281-b55f-d34097d3b55f,9917.27,9917.27,0.0,0.0,0.0,40.93121,-73.89875,76.0,4,0
ee072fdc-9b05-4d35-b2ff-f960f5ce3b0a,27951.26,27951.26,0.0,10439.0,698752.71,32.42067,-104.22884,34.00000000000001,3,0
925fc357-3cfb-4fb8-a533-452531d5f420,591032.52,591032.52,0.0,0.0,0.0,33.41012,-91.06177,261.00000000000006,4,0
938ec02c-e460-43f7-9c22-1cb3ef21e89b,802483.88,802483.88,0.0,0.0,802483.88,33.54428,-84.23381,590.0,3,0
362320bb-4a01-4164-8a31-d22ca3cd7159,181224.98,181224.98,0.0,0.0,0.0,40.34912,-111.90466,528.0000000000001,4,0
c83eb437-5b66-454b-a776-97c363bfb92c,5049594.33,5049594.33,0.0,0.0,0.0,33.03699,-117.29198,440.0,4,0
a0f2d1bb-50d5-4a00-9282-0f6cb03751cf,10000000.0,10000000.0,0.0,0.0,10000000.0,41.54566,-71.29144,702.0,3,0
1e43aa20-a64c-44c8-9fb9-64e563f70ac4,1783144.33,1783144.33,0.0,0.0,0.0,33.44872,-86.78777,41.0,4,0
5e9df3ab-9da0-4ac4-988e-4a420892dfb6,70125.14,70125.14,0.0,0.0,0.0,39.45621,-77.96389,380.0,4,0
c06d21d0-7d36-4add-b101-73cdd194294d,5363795.31,5363795.31,0.0,0.0,0.0,41.75338,-86.11084,488.0,4,0
3930ea5c-1dea-41a4-a122-4ad4b4c6332e,745156.83,745156.83,0.0,6325085.98,7070242.82,33.76446,-117.79394,505.0,3,0
9d86a489-00d4-4901-8b93-7505ce85e620,382960.64,382960.64,0.0,1639101.01,2022061.64,32.5007,-94.74049,177.0,3,0
08b27b80-990d-470e-b345-6516944bfe5f,3009125.59,3009125.59,0.0,46901.34,3056026.93,42.35843,-71.05977,687.0,3,0
a9071051-20ad-49d8-b26b-0c917529e380,3171085.59,3171085.59,3171085.59,0.0,0.0,33.08014,-83.2321,702.0,4,1
c4041412-7713-4096-88b0-f142895bd1b0,245106.78,245106.78,0.0,0.0,0.0,37.71715,-122.40433,469.0,4,0
6e71821f-c7ca-4699-9177-e67b50e545b5,960196.16,960196.16,0.0,932.39,961128.55,36.91023,-121.75689,388.0,3,0
13fc6f54-5166-445d-962a-9369015a4048,46130.88,46130.88,0.0,0.0,46130.88,41.14676,-73.49484,459.0,3,0
8e118072-dfd0-4fbd-a570-328e7eeeaddd,2007.0,2007.0,0.0,0.0,0.0,47.64995,-117.23991,12.0,4,0
33c9f63f-de18-48cb-b4e3-3fbdb27cc827,4454632.3,4454632.3,0.0,0.0,0.0,34.14251,-118.25508,97.0,4,0
1a878bef-1c45-4b81-9d0e-766624245f73,2567602.1,2567602.1,0.0,0.0,0.0,39.57582,-105.11221,408.0,4,0
3ba57322-2340-443d-b423-bd0d25c0833d,1822772.73,1822772.73,0.0,0.0,0.0,35.74788,-95.36969,370.0,4,0
